RowNo,"P1_rph","P2_unique_dns_req","P3_domain_rph","P4_avg_rpm","P5_high_req","P6_mx","P7_ptr","P8_dnsserver","P9_TDL","P10_SDL","P11_unique_ratio","P12_nx","P13_flow_ratio","P14_dnsrph","P15_len","P16_IRC_ratio","P17_domain_length","P18_SMB_ratio","P19_TLS_ratio","P20_SSH_ratio","P21_MQTT_ratio","P22_TFTP_ratio","P23_NBNS_ratio","P24_TCP_ratio","P25_DCERPC_ratio","P26_ICMP_ratio","P27_DHCP_ratio","P28_UNIQUEDST_count","P29_DST_count",ReqTime,"ip_src"
31,112,0,0,0,0,0,0,0,0,0,0,0,0,0,"793.5535714285714",0,0,0,"0.3482142857142857",0,0,0,0,"0.6517857142857143",0,0,0,1,112,1499346000,"101.79.243.153"
32,467,0,0,0,0,0,0,0,0,0,0,0,0,0,"1760.370449678801",0,0,0,0,0,0,0,0,0,0,0,0,1,467,1499173200,"101.79.244.164"
33,174,0,0,0,0,0,0,0,0,0,0,0,0,0,"845.8563218390805",0,0,0,0,0,0,0,0,"0.9540229885057471",0,0,0,1,174,1499101200,"103.228.55.44"
34,149,0,0,0,0,0,0,0,0,0,0,0,0,0,"1020.3691275167786",0,0,0,0,0,0,0,0,"0.9328859060402684",0,0,0,1,149,1499173200,"103.228.55.44"
35,170,0,0,0,0,0,0,0,0,0,0,0,0,0,"862.2647058823529",0,0,0,0,0,0,0,0,"0.8823529411764706",0,0,0,1,170,1499194800,"103.228.55.44"
36,107,0,0,0,0,0,0,0,0,0,0,0,0,0,"434.5233644859813",0,0,0,"0.32710280373831774",0,0,0,0,"0.6728971962616822",0,0,0,1,107,1499086800,"103.229.76.153"
37,224,0,0,0,0,0,0,0,0,0,0,0,0,0,"228.07589285714286",0,0,0,"0.3392857142857143","0.004464285714285714",0,0,0,"0.65625",0,0,0,1,224,1499256000,"103.229.76.153"
38,118,0,0,0,0,0,0,0,0,0,0,0,0,0,"667.5",0,0,0,"0.17796610169491525",0,0,0,0,"0.8220338983050848",0,0,0,2,118,1499274000,"103.235.46.39"
39,223,0,0,0,0,0,0,0,0,0,0,0,0,0,"1258.0358744394618",0,0,0,"0.3721973094170404",0,0,0,0,"0.6278026905829597",0,0,0,1,223,1499346000,"103.255.246.132"
40,179,0,0,0,0,0,0,0,0,0,0,0,0,0,"1550.854748603352",0,0,0,"0.329608938547486",0,0,0,0,"0.6703910614525139",0,0,0,1,179,1499180400,"103.255.246.133"
41,177,0,0,0,0,0,0,0,0,0,0,0,0,0,"1583.1920903954801",0,0,0,"0.4350282485875706",0,0,0,0,"0.5649717514124294",0,0,0,1,177,1499270400,"103.255.246.133"
42,243,0,0,0,0,0,0,0,0,0,0,0,0,0,"1165.522633744856",0,0,0,"0.2757201646090535",0,0,0,0,"0.7242798353909465",0,0,0,1,243,1499263200,"103.255.247.132"
43,409,0,0,0,0,0,0,0,0,0,0,0,0,0,"450.200488997555",0,0,0,0,0,0,0,0,"0.941320293398533",0,0,0,1,409,1499108400,"103.27.148.71"
44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,"608.8104776579353",0,0,0,0,0,0,0,0,"0.9306625577812019",0,0,0,1,649,1499277600,"103.27.148.71"
45,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,"1475.7057169634488",0,0,0,"0.5398313027179007",0,0,0,0,"0.4592314901593252",0,0,0,1,1067,1499173200,"103.3.60.59"
46,2531,0,0,0,0,0,0,0,0,0,0,0,0,0,"2177.0857368629",0,0,0,"0.5049387593836429","0.0003951007506914263",0,0,0,"0.49427103911497433",0,0,0,2,2531,1499194800,"103.3.60.59"
47,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,"2085.537142857143",0,0,0,"0.43755102040816324",0,0,0,0,"0.5616326530612245",0,0,0,1,1225,1499256000,"103.3.60.59"
48,905,0,0,0,0,0,0,0,0,0,0,0,0,0,"1456.1933701657458",0,0,0,"0.4165745856353591","0.0011049723756906078",0,0,0,"0.5812154696132596",0,0,0,1,905,1499346000,"103.3.60.59"
49,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,"2113.3023255813955",0,0,0,"0.438953488372093",0,0,0,0,"0.561046511627907",0,0,0,1,1032,1499428800,"103.3.60.59"
50,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,"1603.287113790505",0,0,0,"0.29766390354182365",0,0,0,0,"0.7023360964581763",0,0,0,1,1327,1499101200,"103.57.226.101"
51,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,"1613.6398066075744",0,0,0,"0.26994359387590655",0,0,0,0,"0.7300564061240935",0,0,0,1,1241,1499108400,"103.57.226.101"
52,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,"1567.2762762762763",0,0,0,"0.23198198198198197",0,0,0,0,0,0,0,0,1,1332,1499169600,"103.57.226.101"
53,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,"1597.421094369548",0,0,0,"0.26804123711340205",0,0,0,0,"0.7319587628865979",0,0,0,1,1261,1499256000,"103.58.114.101"
54,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,"1571.128164556962",0,0,0,"0.34889240506329117",0,0,0,0,"0.6511075949367089",0,0,0,1,1264,1499346000,"103.58.114.101"
55,201,0,0,0,0,0,0,0,0,0,0,0,0,0,"1079.7412935323382",0,0,0,"0.14427860696517414",0,0,0,0,"0.8557213930348259",0,0,0,1,201,1499086800,"103.6.0.2"
56,125,0,0,0,0,0,0,0,0,0,0,0,0,0,"643.656",0,0,0,"0.36",0,0,0,0,"0.64",0,0,0,1,125,1499194800,"103.6.0.2"
57,129,0,0,0,0,0,0,0,0,0,0,0,0,0,"668.9457364341085",0,0,0,"0.27906976744186046",0,0,0,0,"0.7209302325581395",0,0,0,1,129,1499450400,"103.6.0.2"
58,871,0,0,0,0,0,0,0,0,0,0,0,0,0,"1619.8955223880596",0,0,0,"0.2617680826636051",0,0,0,0,"0.7382319173363949",0,0,0,1,871,1499083200,"104.103.219.29"
59,907,0,0,0,0,0,0,0,0,0,0,0,0,0,"1571.135611907387",0,0,0,"0.21830209481808158",0,0,0,0,"0.7816979051819184",0,0,0,1,907,1499086800,"104.103.219.29"
60,756,0,0,0,0,0,0,0,0,0,0,0,0,0,"1525.1587301587301",0,0,0,"0.20767195767195767",0,0,0,0,"0.7923280423280423",0,0,0,1,756,1499270400,"104.103.219.29"
61,883,0,0,0,0,0,0,0,0,0,0,0,0,0,"1539.6421291053227",0,0,0,"0.2480181200453001",0,0,0,0,"0.7519818799546999",0,0,0,1,883,1499342400,"104.103.219.29"
62,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,"1585.2792844777841",0,0,0,"0.23254472013848818",0,0,0,0,"0.7674552798615119",0,0,0,1,1733,1499173200,"104.106.246.231"
63,277,0,0,0,0,0,0,0,0,0,0,0,0,0,"718.8989169675091",0,0,0,"0.23465703971119134",0,0,0,0,"0.7653429602888087",0,0,0,1,277,1499256000,"104.106.246.231"
64,107,0,0,0,0,0,0,0,0,0,0,0,0,0,"928.411214953271",0,0,0,"0.16822429906542055",0,0,0,0,"0.8317757009345794",0,0,0,1,107,1499169600,"104.106.249.194"
65,126,0,0,0,0,0,0,0,0,0,0,0,0,0,"871.1031746031746",0,0,0,"0.2777777777777778",0,0,0,0,"0.7222222222222222",0,0,0,1,126,1499259600,"104.106.249.194"
66,145,0,0,0,0,0,0,0,0,0,0,0,0,0,"1693.3586206896553",0,0,0,"0.6",0,0,0,0,"0.4",0,0,0,1,145,1499169600,"104.106.250.198"
67,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,"1945.908103592314",0,0,0,"0.21052631578947367",0,0,0,0,"0.7894736842105263",0,0,0,2,1197,1499169600,"104.107.1.74"
68,176,0,0,0,0,0,0,0,0,0,0,0,0,0,"379.0738636363636",0,0,0,"0.3465909090909091",0,0,0,0,"0.6534090909090909",0,0,0,1,176,1499173200,"104.113.62.61"
69,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,"1485.79115710254",0,0,0,"0.18344308560677328",0,0,0,0,"0.8165569143932268",0,0,0,1,1063,1499184000,"104.117.69.2"
70,696,0,0,0,0,0,0,0,0,0,0,0,0,0,"1554.176724137931",0,0,0,"0.4367816091954023","0.0028735632183908046",0,0,0,"0.5603448275862069",0,0,0,1,696,1499360400,"104.118.220.113"
71,110,0,0,0,0,0,0,0,0,0,0,0,0,0,"1503.6181818181817",0,0,0,"0.3090909090909091",0,0,0,0,"0.6909090909090909",0,0,0,1,110,1499342400,"104.118.220.130"
72,115,0,0,0,0,0,0,0,0,0,0,0,0,0,"1076.513043478261",0,0,0,"0.14782608695652175",0,0,0,0,"0.8434782608695652",0,0,0,1,115,1499446800,"104.118.220.45"
73,356,0,0,0,0,0,0,0,0,0,0,0,0,0,"543.311797752809",0,0,0,0,0,0,0,0,"0.8735955056179775",0,0,0,1,356,1499436000,"104.118.221.209"
74,632,0,0,0,0,0,0,0,0,0,0,0,0,0,"1273.136075949367",0,0,0,"0.5332278481012658",0,0,0,0,"0.46677215189873417",0,0,0,1,632,1499270400,"104.118.221.220"
75,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,1499097600,"104.118.222.227"
76,161,0,0,0,0,0,0,0,0,0,0,0,0,0,"1393.142857142857",0,0,0,"0.2422360248447205",0,0,0,0,"0.7577639751552795",0,0,0,1,161,1499086800,"104.118.223.236"
77,102,0,0,0,0,0,0,0,0,0,0,0,0,0,"263.2549019607843",0,0,0,"0.39215686274509803",0,0,0,0,"0.6078431372549019",0,0,0,2,102,1499274000,"104.118.223.236"
78,209,0,0,0,0,0,0,0,0,0,0,0,0,0,"1543.66985645933",0,0,0,"0.37320574162679426","0.004784688995215311",0,0,0,"0.6220095693779905",0,0,0,1,209,1499454000,"104.118.223.29"
79,124,0,0,0,0,0,0,0,0,0,0,0,0,0,"842.6774193548387",0,0,0,"0.08870967741935484",0,0,0,0,"0.8790322580645161",0,0,0,1,124,1499436000,"104.118.223.68"
80,140,0,0,0,0,0,0,0,0,0,0,0,0,0,"1056.3",0,0,0,"0.44285714285714284",0,0,0,0,"0.5571428571428572",0,0,0,1,140,1499364000,"104.118.223.7"
81,177,0,0,0,0,0,0,0,0,0,0,0,0,0,"725.8870056497175",0,0,0,"0.1751412429378531",0,0,0,0,0,0,0,0,1,177,1499169600,"104.153.64.122"
82,177,0,0,0,0,0,0,0,0,0,0,0,0,0,"842.2316384180791",0,0,0,"0.15819209039548024",0,0,0,0,"0.8418079096045198",0,0,0,1,177,1499256000,"104.153.64.122"
83,175,0,0,0,0,0,0,0,0,0,0,0,0,0,"732.1771428571428",0,0,0,"0.16",0,0,0,0,"0.84",0,0,0,1,175,1499443200,"104.153.64.122"
84,240,0,0,0,0,0,0,0,0,0,0,0,0,0,"958.6708333333333",0,0,0,"0.4875",0,0,0,0,"0.5125",0,0,0,1,240,1499104800,"104.155.199.1"
85,235,0,0,0,0,0,0,0,0,0,0,0,0,0,"959.4468085106383",0,0,0,"0.40425531914893614",0,0,0,0,"0.5957446808510638",0,0,0,1,235,1499191200,"104.155.199.1"
86,103,0,0,0,0,0,0,0,0,0,0,0,0,0,"883.6699029126214",0,0,0,"0.3300970873786408","0.019417475728155338",0,0,0,"0.6504854368932039",0,0,0,1,103,1499346000,"104.155.199.1"
87,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,"1313.547703180212",0,0,0,"0.43286219081272087",0,0,0,0,"0.5671378091872792",0,0,0,1,1698,1499364000,"104.16.100.29"
88,5684,0,0,0,0,0,0,0,0,0,0,0,0,0,"1517.5939479239971",0,0,0,"0.49014778325123154",0,0,0,0,"0.5098522167487685",0,0,0,3,5684,1499432400,"104.16.100.29"
89,402,0,0,0,0,0,0,0,0,0,0,0,0,0,"970.6492537313433",0,0,0,"0.01990049751243781",0,0,0,0,"0.6940298507462687",0,0,0,1,402,1499259600,"104.16.104.123"
90,406,0,0,0,0,0,0,0,0,0,0,0,0,0,"1020.2290640394089",0,0,0,"0.017241379310344827",0,0,0,0,"0.6625615763546798",0,0,0,1,406,1499446800,"104.16.104.123"
91,372,0,0,0,0,0,0,0,0,0,0,0,0,0,"869.3413978494624",0,0,0,"0.01881720430107527",0,0,0,0,"0.6854838709677419",0,0,0,1,372,1499342400,"104.16.105.123"
92,366,0,0,0,0,0,0,0,0,0,0,0,0,0,"923.3715846994536",0,0,0,"0.02459016393442623",0,0,0,0,"0.7759562841530054",0,0,0,1,366,1499349600,"104.16.105.123"
93,393,0,0,0,0,0,0,0,0,0,0,0,0,0,"992.6234096692112",0,0,0,"0.02544529262086514",0,0,0,0,"0.7506361323155216",0,0,0,1,393,1499364000,"104.16.105.123"
94,367,0,0,0,0,0,0,0,0,0,0,0,0,0,"934.1798365122615",0,0,0,"0.02452316076294278",0,0,0,0,"0.7084468664850136",0,0,0,1,367,1499169600,"104.16.107.123"
95,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,1499097600,"104.16.108.123"
96,370,0,0,0,0,0,0,0,0,0,0,0,0,0,"1015.2540540540541",0,0,0,"0.024324324324324326",0,0,0,0,"0.7810810810810811",0,0,0,1,370,1499173200,"104.16.108.123"
97,468,0,0,0,0,0,0,0,0,0,0,0,0,0,"1953.423076923077",0,0,0,"0.5491452991452992",0,0,0,0,"0.45085470085470086",0,0,0,1,468,1499432400,"104.16.108.18"
98,113,0,0,0,0,0,0,0,0,0,0,0,0,0,"1419.5486725663716",0,0,0,"0.6017699115044248",0,0,0,0,"0.39823008849557523",0,0,0,1,113,1499187600,"104.16.109.18"
99,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,"1348.2927484333036",0,0,0,"0.40286481647269473",0,0,0,0,"0.5971351835273053",0,0,0,1,1117,1499266800,"104.16.109.18"
100,363,0,0,0,0,0,0,0,0,0,0,0,0,0,"1923.9421487603306",0,0,0,"0.6363636363636364",0,0,0,0,"0.36363636363636365",0,0,0,1,363,1499187600,"104.16.110.18"
101,130,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.54615384615386",0,0,0,"0.26153846153846155",0,0,0,0,"0.7384615384615385",0,0,0,1,130,1499432400,"104.16.112.18"
102,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,"1496.348148148148",0,0,0,"0.008333333333333333",0,0,0,0,"0.8740740740740741",0,0,0,1,1080,1499194800,"104.16.119.12"
103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,"605.3269230769231",0,0,0,"0.47115384615384615",0,0,0,0,"0.5288461538461539",0,0,0,1,104,1499108400,"104.16.124.228"
104,113,0,0,0,0,0,0,0,0,0,0,0,0,0,"549.3274336283185",0,0,0,"0.22123893805309736",0,0,0,0,"0.6283185840707964",0,0,0,3,113,1499342400,"104.16.124.228"
105,169,0,0,0,0,0,0,0,0,0,0,0,0,0,"761.5739644970414",0,0,0,"0.6153846153846154",0,0,0,0,"0.38461538461538464",0,0,0,2,169,1499346000,"104.16.124.228"
106,165,0,0,0,0,0,0,0,0,0,0,0,0,0,"653.7515151515152",0,0,0,"0.40606060606060607",0,0,0,0,"0.593939393939394",0,0,0,1,165,1499432400,"104.16.124.228"
107,188,0,0,0,0,0,0,0,0,0,0,0,0,0,"526.7446808510638",0,0,0,"0.4041095890410959",0,0,0,0,"0.4461538461538462",0,0,0,3,188,1499169600,"104.16.125.228"
108,129,0,0,0,0,0,0,0,0,0,0,0,0,0,"736.5658914728682",0,0,0,"0.5348837209302325",0,0,0,0,"0.46511627906976744",0,0,0,2,129,1499187600,"104.16.125.228"
109,116,0,0,0,0,0,0,0,0,0,0,0,0,0,"749.4137931034483",0,0,0,"0.6724137931034483",0,0,0,0,"0.3275862068965517",0,0,0,2,116,1499428800,"104.16.125.228"
110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,"618.081081081081",0,0,0,"0.44144144144144143",0,0,0,0,"0.5585585585585585",0,0,0,1,111,1499104800,"104.16.126.228"
111,125,0,0,0,0,0,0,0,0,0,0,0,0,0,"705.608",0,0,0,"0.424",0,0,0,0,"0.576",0,0,0,2,125,1499169600,"104.16.126.228"
112,165,0,0,0,0,0,0,0,0,0,0,0,0,0,"595.9939393939394",0,0,0,"0.4303030303030303",0,0,0,0,"0.5696969696969697",0,0,0,2,165,1499270400,"104.16.126.228"
113,148,0,0,0,0,0,0,0,0,0,0,0,0,0,"702.472972972973",0,0,0,"0.5540540540540541",0,0,0,0,"0.44594594594594594",0,0,0,2,148,1499342400,"104.16.126.228"
114,184,0,0,0,0,0,0,0,0,0,0,0,0,0,"650.179347826087",0,0,0,"0.5","0.005434782608695652",0,0,0,"0.4945652173913043",0,0,0,3,184,1499346000,"104.16.126.228"
115,114,0,0,0,0,0,0,0,0,0,0,0,0,0,"492.62280701754383",0,0,0,"0.3684210526315789",0,0,0,0,"0.631578947368421",0,0,0,1,114,1499083200,"104.16.127.228"
116,131,0,0,0,0,0,0,0,0,0,0,0,0,0,"234.49618320610688",0,0,0,"0.26717557251908397",0,0,0,0,"0.732824427480916",0,0,0,2,131,1499187600,"104.16.127.228"
117,132,0,0,0,0,0,0,0,0,0,0,0,0,0,"811.6742424242424",0,0,0,"0.5681818181818182",0,0,0,0,"0.4318181818181818",0,0,0,2,132,1499353200,"104.16.127.228"
118,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,"1531.5726154868728",0,0,0,"0.4190761050182785",0,0,0,0,"0.5809238949817215",0,0,0,1,3009,1499266800,"104.16.127.51"
119,2872,0,0,0,0,0,0,0,0,0,0,0,0,0,"1604.5306406685236",0,0,0,"0.4174791086350975",0,0,0,0,"0.5825208913649025",0,0,0,1,2872,1499450400,"104.16.127.51"
120,424,0,0,0,0,0,0,0,0,0,0,0,0,0,"1454.375",0,0,0,"0.625",0,0,0,0,"0.375",0,0,0,1,424,1499428800,"104.16.128.61"
121,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,"1417.3543103448276",0,0,0,"0.35086206896551725",0,0,0,0,"0.6491379310344828",0,0,0,1,1160,1499450400,"104.16.128.61"
122,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,"1488.1263440860216",0,0,0,"0.46774193548387094",0,0,0,0,"0.532258064516129",0,0,0,1,1116,1499104800,"104.16.130.61"
123,882,0,0,0,0,0,0,0,0,0,0,0,0,0,"1896.3219954648525",0,0,0,"0.4387755102040816",0,0,0,0,"0.5612244897959183",0,0,0,1,882,1499270400,"104.16.130.61"
124,115,0,0,0,0,0,0,0,0,0,0,0,0,0,"576.1478260869566",0,0,0,"0.22608695652173913",0,0,0,0,"0.7739130434782608",0,0,0,1,115,1499169600,"104.16.132.65"
125,813,0,0,0,0,0,0,0,0,0,0,0,0,0,"1759.9163591635916",0,0,0,"0.5264452644526445",0,0,0,0,"0.4735547355473555",0,0,0,1,813,1499274000,"104.16.138.132"
126,817,0,0,0,0,0,0,0,0,0,0,0,0,0,"1751.4895960832314",0,0,0,"0.4357405140758874",0,0,0,0,"0.5642594859241126",0,0,0,1,817,1499367600,"104.16.139.132"
127,919,0,0,0,0,0,0,0,0,0,0,0,0,0,"1519.9727965179543",0,0,0,"0.4972796517954298",0,0,0,0,"0.5027203482045702",0,0,0,1,919,1499428800,"104.16.139.132"
128,257,0,0,0,0,0,0,0,0,0,0,0,0,0,"977.9805447470817",0,0,0,"0.6848249027237354",0,0,0,0,"0.3151750972762646",0,0,0,1,257,1499083200,"104.16.14.15"
129,276,0,0,0,0,0,0,0,0,0,0,0,0,0,"882.5326086956521",0,0,0,"0.572463768115942",0,0,0,0,0,0,0,0,1,276,1499173200,"104.16.14.15"
130,223,0,0,0,0,0,0,0,0,0,0,0,0,0,"1607.659192825112",0,0,0,"0.57847533632287",0,0,0,0,"0.42152466367713004",0,0,0,1,223,1499184000,"104.16.14.221"
131,336,0,0,0,0,0,0,0,0,0,0,0,0,0,"1399.5863095238096",0,0,0,"0.6130952380952381",0,0,0,0,"0.3869047619047619",0,0,0,1,336,1499432400,"104.16.14.221"
132,129,0,0,0,0,0,0,0,0,0,0,0,0,0,"1253.2093023255813",0,0,0,"0.7209302325581395",0,0,0,0,"0.27906976744186046",0,0,0,2,129,1499446800,"104.16.142.239"
133,143,0,0,0,0,0,0,0,0,0,0,0,0,0,"1214.8741258741259",0,0,0,"0.7272727272727273",0,0,0,0,"0.2727272727272727",0,0,0,2,143,1499443200,"104.16.143.239"
134,125,0,0,0,0,0,0,0,0,0,0,0,0,0,"1341.656",0,0,0,"0.728",0,0,0,0,"0.272",0,0,0,1,125,1499446800,"104.16.143.239"
135,110,0,0,0,0,0,0,0,0,0,0,0,0,0,"1057.5454545454545",0,0,0,"0.6454545454545455",0,0,0,0,"0.35454545454545455",0,0,0,2,110,1499454000,"104.16.143.239"
136,214,0,0,0,0,0,0,0,0,0,0,0,0,0,"1155.1588785046729",0,0,0,"0.5747663551401869",0,0,0,0,"0.4252336448598131",0,0,0,1,214,1499101200,"104.16.15.15"
137,193,0,0,0,0,0,0,0,0,0,0,0,0,0,"1241.699481865285",0,0,0,"0.37305699481865284",0,0,0,0,"0.6269430051813472",0,0,0,1,193,1499364000,"104.16.15.15"
138,278,0,0,0,0,0,0,0,0,0,0,0,0,0,"1413.8848920863309",0,0,0,"0.02877697841726619",0,0,0,0,"0.7913669064748201",0,0,0,1,278,1499194800,"104.16.151.6"
139,434,0,0,0,0,0,0,0,0,0,0,0,0,0,"1512.3225806451612",0,0,0,"0.018433179723502304",0,0,0,0,"0.3617511520737327",0,0,0,1,434,1499360400,"104.16.151.6"
